"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV6767","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA
"ASV6768","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Fuscoporia","s__contigua"
"ASV6769","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6770","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__randhawae"
"ASV6771","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__kotlabae"
"ASV6772","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV6773","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces",NA
"ASV6774","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Kwoniella","s__dendrophila"
"ASV6775","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__bactrocephalum"
"ASV6776","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Scytalidium","s__circinatum"
"ASV6777","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV6778","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Meyerozyma","s__guilliermondii"
"ASV6779","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ASV6780","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__gilbertsonii"
"ASV6781","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6782","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"ASV6783","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__Myrmecridiaceae","g__Myrmecridium","s__sorbicola"
"ASV6784","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Buckleyzymaceae","g__Buckleyzyma",NA
"ASV6785","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV6786","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6787","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6788","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__terricola"
"ASV6789","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Amanitaceae","g__Amanita",NA
"ASV6790","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ASV6791","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6792","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Neophaeococcomyces",NA
"ASV6793","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV6794","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6795","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales",NA,NA,NA
"ASV6796","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6797","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Scytinopogon",NA
"ASV6798","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales",NA,NA,NA
"ASV6799","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6800","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete",NA
"ASV6801","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae",NA,NA
"ASV6802","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae",NA,NA
"ASV6803","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Groenewaldozyma","s__auringiensis"
"ASV6804","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6805","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV6806","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6807","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV6808","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium",NA
"ASV6809","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6810","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae",NA,NA
"ASV6811","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV6812","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6813","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__modesta"
"ASV6814","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6815","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6816","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6817","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Morosphaeriaceae","g__Acrocalymma",NA
"ASV6818","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6819","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV6820","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6821","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6822","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV6823","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV6824","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6825","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6826","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Periglandula",NA
"ASV6827","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Echinoderma","s__echinaceum"
"ASV6828","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6829","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6830","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV6831","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6832","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6833","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6834","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales",NA,NA,NA
"ASV6835","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6836","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phlebiopsis",NA
"ASV6837","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Waitea","s__var._circinata"
"ASV6838","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6839","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6840","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6841","k__Fungi","p__Glomeromycota","c__Glomeromycetes",NA,NA,NA,NA
"ASV6842","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6843","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"ASV6844","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6845","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6846","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV6847","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV6848","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6849","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6850","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6851","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Coprinus",NA
"ASV6852","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV6853","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"ASV6854","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Trichocladium","s__pyriforme"
"ASV6855","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6856","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia",NA
"ASV6857","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Pseudophialophora","s__schizachyrii"
"ASV6858","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV6859","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6860","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV6861","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6862","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV6863","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6864","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes",NA,NA,NA,NA
"ASV6865","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6866","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6867","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6868","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6869","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV6870","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Lophotrichus","s__fimeti"
"ASV6871","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6872","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6873","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV6874","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ASV6875","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Chrysosporium","s__fluviale"
"ASV6876","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV6877","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV6878","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6879","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Liberomyces","s__pistaciae"
"ASV6880","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV6881","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6882","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Gymnoascaceae","g__Gymnascella","s__hyalinospora"
"ASV6883","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma",NA
"ASV6884","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiales_fam_Incertae_sedis","g__Endosporium","s__populi-tremuloides"
"ASV6885","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6886","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6887","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariaceae",NA,NA
"ASV6888","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6889","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6890","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6891","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae",NA,NA
"ASV6892","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia","s__nicholsonii"
"ASV6893","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6894","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6895","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__oligospora"
"ASV6896","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6897","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6898","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella","s__thermophila"
"ASV6899","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Fuscoporia",NA
"ASV6900","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6901","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6902","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6903","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6904","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizales_fam_Incertae_sedis","g__Trichobolus","s__zukalii"
"ASV6905","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV6906","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__saccatum"
"ASV6907","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6908","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__radians"
"ASV6909","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__kotlabae"
"ASV6910","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6911","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6912","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales",NA,NA,NA
"ASV6913","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__vermiculata"
"ASV6914","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6915","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6916","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Mycocaliciales","f__Mycocaliciaceae","g__Mycocalicium","s__victoriae"
"ASV6917","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariaceae","g__Gelasinospora","s__saitoi"
"ASV6918","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Fellomyces",NA
"ASV6919","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV6920","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6921","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV6922","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6923","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6924","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6925","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA
"ASV6926","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6927","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis",NA,NA
"ASV6928","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Neodendryphiella","s__mali"
"ASV6929","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia",NA
"ASV6930","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6931","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6932","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__karoo"
"ASV6933","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV6934","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Sporormia",NA
"ASV6935","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV6936","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV6937","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__rosae"
"ASV6938","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6939","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6940","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6941","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV6942","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6943","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6944","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6945","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__microsporus"
"ASV6946","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__arrhizus"
"ASV6947","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6948","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales",NA,NA,NA
"ASV6949","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema",NA
"ASV6950","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6951","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA
"ASV6952","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete",NA
"ASV6953","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae"
"ASV6954","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__caricae-papayae"
"ASV6955","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV6956","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV6957","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6958","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6959","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae",NA,NA
"ASV6960","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6961","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6962","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6963","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV6964","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV6965","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV6966","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6967","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV6968","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus","s__prunulus"
"ASV6969","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV6970","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Resupinatus","s__niger"
"ASV6971","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV6972","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6973","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria","s__armeniaca"
"ASV6974","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6975","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6976","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6977","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6978","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6979","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Tintelnotia","s__opuntiae"
"ASV6980","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV6981","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia","s__nicholsonii"
"ASV6982","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta",NA
"ASV6983","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV6984","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae",NA,NA
"ASV6985","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"ASV6986","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV6987","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6988","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__rajasthanensis"
"ASV6989","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV6990","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__f._cystidiatum"
"ASV6991","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete",NA
"ASV6992","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae",NA,NA
"ASV6993","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Sarcoscyphaceae",NA,NA
"ASV6994","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV6995","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava"
"ASV6996","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella","s__centenaria"
"ASV6997","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__restricta"
"ASV6998","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV6999","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiales_fam_Incertae_sedis","g__Endosporium","s__aviarium"
"ASV7000","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales",NA,NA,NA
"ASV7001","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7002","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia",NA
"ASV7003","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7004","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__pakistanicus"
"ASV7005","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae",NA,NA
"ASV7006","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces","s__nigricans"
"ASV7007","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7008","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7009","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"ASV7010","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Deniquelata","s__barringtoniae"
"ASV7011","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7012","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae",NA,NA
"ASV7013","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Simplicillium","s__obclavatum"
"ASV7014","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7015","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae",NA,NA
"ASV7016","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV7017","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__mandshurica"
"ASV7018","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7019","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7020","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA
